iteration,best_fitness
1,0.15000000000000002
2,0.15000000000000002
3,0.09999999999999998
4,0.09999999999999998
5,0.09999999999999998
6,0.09999999999999998
7,0.09999999999999998
8,0.09999999999999998
9,0.09999999999999998
10,0.09999999999999998
11,0.09999999999999998
12,0.09999999999999998
13,0.09999999999999998
14,0.09999999999999998
15,0.09999999999999998
16,0.09999999999999998
17,0.09999999999999998
18,0.09999999999999998
19,0.09999999999999998
20,0.09999999999999998
21,0.09999999999999998
22,0.09999999999999998
23,0.09999999999999998
24,0.09999999999999998
25,0.09999999999999998
26,0.09999999999999998
27,0.09999999999999998
28,0.09999999999999998
29,0.09999999999999998
30,0.09999999999999998
