iteration,best_fitness
1,0.125
2,0.125
3,0.125
4,0.09999999999999998
5,0.09999999999999998
6,0.09999999999999998
7,0.09999999999999998
8,0.09999999999999998
9,0.09999999999999998
10,0.09999999999999998
11,0.09999999999999998
12,0.09999999999999998
13,0.09999999999999998
14,0.09999999999999998
15,0.07499999999999996
16,0.07499999999999996
17,0.07499999999999996
18,0.07499999999999996
19,0.07499999999999996
20,0.07499999999999996
21,0.07499999999999996
22,0.07499999999999996
23,0.07499999999999996
24,0.07499999999999996
25,0.07499999999999996
26,0.07499999999999996
27,0.07499999999999996
28,0.07499999999999996
29,0.07499999999999996
30,0.07499999999999996
