iteration,best_fitness
1,0.03508771929824561
2,0.03508771929824561
3,0.03508771929824561
4,0.03508771929824561
5,0.03508771929824561
6,0.03508771929824561
7,0.03508771929824561
8,0.03508771929824561
9,0.03508771929824561
10,0.03508771929824561
11,0.03508771929824561
12,0.03508771929824561
13,0.03508771929824561
14,0.03508771929824561
15,0.03508771929824561
16,0.03508771929824561
17,0.03508771929824561
18,0.03508771929824561
19,0.03508771929824561
20,0.03508771929824561
21,0.03508771929824561
22,0.03508771929824561
23,0.03508771929824561
24,0.03508771929824561
25,0.03508771929824561
