iteration,best_fitness
1,0.15000000000000002
2,0.15000000000000002
3,0.15000000000000002
4,0.15000000000000002
5,0.15000000000000002
6,0.15000000000000002
7,0.15000000000000002
8,0.15000000000000002
9,0.15000000000000002
10,0.15000000000000002
11,0.15000000000000002
12,0.15000000000000002
13,0.15000000000000002
14,0.15000000000000002
15,0.15000000000000002
16,0.15000000000000002
17,0.15000000000000002
18,0.15000000000000002
19,0.15000000000000002
20,0.15000000000000002
21,0.15000000000000002
22,0.15000000000000002
23,0.15000000000000002
24,0.15000000000000002
25,0.15000000000000002
26,0.15000000000000002
27,0.15000000000000002
28,0.15000000000000002
29,0.050000000000000044
30,0.050000000000000044
